SATELLITE-SPECIFIC INFO FOR GNSS AND LEO SATELLITES, JING GUO's PANDA v1.3     2023-07-03 11:16:20:0620 
-------------------------------------------------------------------------------------------------------

FORMAT VERSION:  1.10
THIS FORMAT IS BASED ON BSW5.2 SATELLITE.I14 FILE (ftp://ftp.aiub.unibe.ch/BSWUSER52/GEN/SATELLITE.I14)

PART 1: PHYSICAL SATELLITE PARAMETERS
(A3,2X,A3,2X,A20,2X,A9,2X,I4,5(1X,I2),2X,I4,5(1X,I2),2X,F6.1,2X,I4)
-------------------------------------------------------------------
          SATELLITE               COSPAR        START TIME           END TIME          MASS  IFRQ
PRN  SVN     TYPE                   ID     YYYY MM DD HH MM SS  YYYY MM DD HH MM SS    (KG)

E10  224  GALILEO-2             2021-116B  2015 12 17 00 00 00                        710.6     0
E11  101  GALILEO-1             2011-060A  2011 10 21 00 00 00                        696.8     0
E12  102  GALILEO-1             2011-060B  2011 10 21 00 00 00                        694.8     0
E13  220  GALILEO-2             2018-060B  2018 07 25 00 00 00                        694.8     0
E14  202  GALILEO-2             2014-050B  2014 08 22 00 00 00                        662.0     0
E15  221  GALILEO-2             2018-060A  2018 07 25 00 00 00                        694.8     0
E18  201  GALILEO-2             2014-050A  2014 08 22 00 00 00                        661.0     0
E19  103  GALILEO-1             2012-055A  2012 10 12 00 00 00                        695.0     0
E20  104  GALILEO-1             2012-055B  2012 10 12 00 00 00                        695.0     0
E21  215  GALILEO-2             2017-079A  2017 12 12 00 00 00                        733.0     0
